id,name,rating,download,tags
com.cg.cowboy,West Gunfighter,4.4star,100M+,"Action,Action-adventure,Casual,Single player,Stylized,Weapons,Gun,Animals,Horse,Offline"
com.raygames.westywild,Western Cowboy Adventure: Wild,2.9star,100K+,Adventure
wild.west.sniper,Western Sniper: Wild West FPS,3.5star,50M+,"Action,Shooter,Sniper,Casual,Single player,Stylized,Low poly,Weapons,Gun,Ragdoll"
com.goplaytoday.guildofheroes,Guild of Heroes: Adventure RPG,4.6star,10M+,"Role Playing,Action-strategy,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Monster"
com.king.knightsrage,Knighthood - RPG Knights,4.6star,5M+,"Role Playing,Turn-based RPG,Multiplayer,Competitive multiplayer,Single player,Stylized,Low poly,Fantasy,Medieval fantasy,Immersive"
com.tzargamestudio.endless,TotAL RPG - Classic style ARPG,4.5star,1M+,"Role Playing,Action Role-Playing,Casual,Single player,Stylized,Dungeon,Offline"
com.StudioGamebit.WildWestCowboy,Wild West Cowboy Redemption,4.2star,10M+,"Action,Shooter,Casual,Single player,Stylized,Intense,Offline"
fantasy.survival.game.rpg,Grim Soul: Dark Survival RPG,4.6star,10M+,"Action,Action-adventure,Survival,Casual,Single player,Stylized,Business & profession,Construction,Renovation"
com.redzaam.thedark,The Dark RPG: 2D Pixel Game,3.6star,500K+,"Role Playing,Roguelike,Single player,Stylized,Pixelated,Immersive,Fantasy,Medieval fantasy,Offline"
com.avalon.rpg,Hero of Aethric: Loot RPG,4.5star,1M+,"Role Playing,Turn-based RPG,Casual,Single player,Stylized,Pixelated,Immersive"
com.swiftgames.survival,Heroes vs Hordes: Survival RPG,4.7star,5M+,"Role Playing,Roguelike,Casual,Single player,Stylized,Monster,Fantasy,Medieval fantasy,Offline"
com.fruitshake.fairyrpg,Age of Revenge: РПГ онлайн,4.4star,1M+,"Role Playing,Turn-based RPG,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Fantasy,Medieval fantasy"
grid.crawler.free.offline.rpg.games.dungeon.ward,Dungeon Ward: Offline Games,4.7star,1M+,"Role Playing,Action Role-Playing,Single player,Stylized,Dungeon,Immersive,Offline"
br.com.tapps.minequest2,Mine Quest 2: RPG Mining Game,4.0star,5M+,"Role Playing,Single player,Stylized,Immersive,Offline"
com.baldricksoft.moonshades_dungeon_crawler,Moonshades Offline Dungeon RPG,4.8star,1M+,"Role Playing,Action Role-Playing,Casual,Single player,Stylized,Battling,Dungeon,Offline"
com.rbx.wildwestcity.android,Wild West City: Building Sim,4.6star,100K+,"Simulation,Management,City-building,Single player,Stylized"
com.iugome.lilknights,Knights & Dragons Action RPG,3.5star,10M+,"Role Playing,Action-strategy,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Fantasy,Medieval fantasy,Immersive"
com.earlymorningstudio.vampiresfall2,Vampire's Fall: Origins RPG,4.8star,10M+,"Role Playing,Turn-based RPG,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,History,Offline"
com.seal.red,Bloody West: Infamous Legends,4.1star,1M+,"Strategy,Build & battle,Multiplayer,Competitive multiplayer,Single player,Stylized"
com.sensoryplayapps.adventure,Ancients Reborn: MMO RPG,3.9star,500K+,"Role Playing,MMORPG,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Fantasy"
com.PotionPlayer.Lets.Journey.Dragon.Hunters.Adventure.Rogue.RPG.Clicker.Idle.Game,Let's Journey－idle rpg games,4.7star,100K+,"Role Playing,Idle RPG,Casual,Single player,Stylized,Offline"
com.gvs.west.land.cow.boy.horse.rider.criminal.mafia.action,Cowboy Westland Fighter 3d,2.9star,50K+,Strategy
com.outerdawn.grimguard,Grimguard Tactics: Fantasy RPG,4.6star,1M+,"Role Playing,Tactical,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Fantasy,Dark fantasy"
com.ironhidegames.android.kingdomrush,Kingdom Rush Tower Defense TD,4.8star,10M+,"Strategy,Tower defense,Casual,Single player,Stylized,Battling,Immersive,Offline,Play Pass"
com.world.war.defence,WWII Defense: RTS Army TD game,4.6star,1M+,"Strategy,Tower defense,Single player,Stylized,Immersive,Modern,Military,Offline"
games.vaveda.militaryoverturn,Tower War - Tactical Conquest,3.8star,100M+,"Strategy,Tower defense,Arcade,Single player,Stylized,City,Immersive,Offline"
com.ea.game.pvz2_row,Plants vs Zombies™ 2,4.2star,100M+,"Strategy,Tower defense,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Zombie,Battling,Offline"
com.ea.game.pvzfree_row,Plants vs. Zombies™,4.5star,500M+,"#5 top free strategy,Strategy,Tower defense,Single player,Stylized,Battling,Zombie,Offline"
com.raongames.growcastle,Grow Castle - Tower Defense,4.5star,10M+,"Strategy,Tower defense,Casual,Single player,Stylized,Battling,Fantasy,Medieval fantasy,Offline"
mobi.blackbears.towerlands,Tower Defense: Towerlands (TD),4.3star,1M+,"Strategy,Tower defense,Single player,Stylized,Battling,Fantasy,Medieval fantasy,Offline"
kr.lightweight.randomtower,Tower Defense PvP:Tower Royale,3.7star,100K+,"Strategy,Tower defense,Casual,Multiplayer,Competitive multiplayer,Stylized"
com.ironhidegames.android.kingdomrush4,Kingdom Rush Vengeance TD Game,3.2star,1M+,"Strategy,Tower defense,Casual,Stylized,Battling,Forest,Play Pass"
com.maxgames.stickwarlegacy,Stick War: Legacy,4.8star,100M+,"Strategy,Tower defense,Casual,Single player,Abstract,Battling,Stickman,Offline,Play Pass"
com.dreamgate.steampunktower2.android,Steampunk Tower 2 Defense Game,4.3star,1M+,"Strategy,Tower defense,Single player,Stylized,Science fiction,Steampunk,Offline"
com.my.defense,Rush Royale: Tower Defense TD,4.0star,50M+,"Strategy,Tower defense,Multiplayer,Competitive multiplayer,Single player,Stylized,Monster,Shoot"
com.wireless.defenseland,Raid Rush: Tower Defense TD,3.3star,5M+,"Strategy,Tower defense,Casual,Single player,Stylized,Immersive"
com.iogame.gearworld,Gear Defenders,4.5star,5M+,"Strategy,Tower defense,Single player,Stylized,Fantasy,Medieval fantasy,Offline"
com.refineryproductions_2112td,2112TD: Tower Defense Survival,4.5star,100K+,"Strategy,Tower defense,Single player,Stylized,Battling,Shoot,Offline,Play Pass"
com.wildsky.wildcastle,Wild Castle: Tower Defense TD,4.9star,5M+,"Strategy,Tower defense,Casual,Single player,Stylized,Monster,Battling,Offline"
com.GyroGames.FantasyTD,Fantasy Realm Tower Defense,4.3star,500K+,"Strategy,Tower defense,Single player,Stylized,Offline"
com.playakor.clashofcolor,Color Clash,3.4star,10M+,"Strategy,Tower defense,Casual,Multiplayer,Competitive multiplayer,Stylized,Immersive"
com.pixio.google.mtd,Summoner's Greed: Idle TD RPG,4.8star,10M+,"Strategy,Tower defense,Single player,Stylized,Witch & wizard,Monster,Offline"
air.com.mildright.AncientEmpire,Ancient Planet Tower Defense,4.7star,10M+,"Strategy,Tower defense,Single player,Stylized,Battling,Fantasy,Sci-fi fantasy,Offline"
com.empire.grow.rome,Grow Empire: Rome,4.7star,50M+,"Strategy,Tower defense,Single player,Stylized,Battling,Soldier,Offline"
com.cyberjoy.galaxydefense,Galaxy Defense: Fortress TD,4.5star,1M+,"Strategy,Tower defense,Single player,Stylized,Science fiction,Space"
com.aurecas.eviltower,Evil Tower - Idle Defense TD,4.5star,1M+,"Strategy,Tower defense,Casual,Single player,Stylized,Immersive,Fantasy,Offline"
com.td.watcherofrealms,Watcher of Realms,4.3star,5M+,"Strategy,Tower defense,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic,Battling,Monster"
com.YoStarEN.Arknights,Arknights,4.4star,5M+,"Strategy,Tower defense,Single player,Stylized,Anime,Battling,Immersive"
com.superbox.aos.ttdefense,Iron Defenders,3.3star,1K+,"Strategy,Tower defense"
com.tap4fun.odin.kingdomguard,Kingdom Guard: Tower Defense,4.1star,10M+,"Strategy,4X,Single player,Stylized,Fantasy,Medieval fantasy"
defense.roguelike.cell.shoot.survivor,Cell Survivor,4.3star,5M+,"Strategy,Tower defense,Single player,Stylized,Immersive,Offline"
com.geargames.aow,Art of War 3:RTS strategy game,4.7star,10M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Modern,Military,Army"
com.ironhidegames.android.ironmarines,Iron Marines Offline Strategy,4.8star,1M+,"Strategy,4X,Single player,Stylized,Civilization,Evolution,Renovation,Offline,Play Pass"
com.abuksigun.rpg_prototype,RTS Siege Up! - Medieval War,4.5star,5M+,"Strategy,Build & battle,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Offline"
com.zillionwhales.mushroomwars2,Mushroom Wars 2: RTS Strategy,4.4star,5M+,"Strategy,Tower defense,Multiplayer,Competitive multiplayer,Single player,Stylized,Cartoon,Competitive,Fantasy"
rts.bunker.wars,Bunker Wars: WW1 RTS Game,4.4star,1M+,"Strategy,Tower defense,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized"
com.buffpixels.honestwar,Honest War: RTS strategy,4.0star,100K+,Strategy
air.com.midjiwan.polytopia,The Battle of Polytopia,4.4star,10M+,"Strategy,4X,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Low poly,Immersive,Offline,Play Pass"
com.DFWGames.DominationDynasty,Domination Dynasty: Turn-Based,4.5star,100K+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Low poly"
com.totalbattle,Total Battle: Strategy Games,3.9star,50M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Renovation"
com.Hypemasters.rts,World War Armies: WW2 PvP RTS,4.0star,5M+,"Strategy,Tactics,Multiplayer,Competitive multiplayer,Stylized,Stylized-realistic,Battling,Modern,Military,Army"
com.noxgames.hex.polis.civilization.empire,Hexapolis: Civilization wars,4.6star,1M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Play Pass"
com.ageofconquest.app.user.aoc,Age of Conquest IV,4.0star,1M+,"Strategy,Wargame,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Offline"
com.DFWGames.DominationDynasty,Domination Dynasty: Turn-Based,4.5star,100K+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Low poly"
air.com.midjiwan.polytopia,The Battle of Polytopia,4.4star,10M+,"Strategy,4X,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Low poly,Immersive,Offline,Play Pass"
com.demiseofnations.app.user.rom,Demise of Nations,4.1star,500K+,"Strategy,4X,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Offline"
com.aspyr.civvi,Civilization VI,1.8star,1M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic,Immersive"
com.outerdawn.grimguard,Grimguard Tactics: Fantasy RPG,4.6star,1M+,"Role Playing,Tactical,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Fantasy,Dark fantasy"
com.unciv.app,Unciv,4.7star,1M+,"Strategy,4X,Casual,Multiplayer,Competitive multiplayer,Single player,Abstract,Offline"
com.hc.strategy.tactics.war.kingdoms.timelines,Timelines: Medieval War TBS,4.2star,100K+,"Strategy,4X,Single player,Stylized,Immersive,Offline"
com.easytech.wc4.android,World Conqueror 4-WW2 Strategy,4.6star,5M+,"Strategy,Wargame,Single player,Stylized,Battling,Shoot,Offline"
com.totalbattle,Total Battle: Strategy Games,3.9star,50M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Renovation"
com.lilithgame.roc.gp,Rise of Kingdoms: Lost Crusade,4.6star,50M+,"Strategy,4X,Stylized,Immersive"
air.com.midjiwan.polytopia,The Battle of Polytopia,4.4star,10M+,"Strategy,4X,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Low poly,Immersive,Offline,Play Pass"
com.demiseofnations.app.user.rom,Demise of Nations,4.1star,500K+,"Strategy,4X,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Offline"
com.aspyr.civvi,Civilization VI,1.8star,1M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic,Immersive"
com.igg.android.lordsmobile,Lords Mobile: Kingdom Wars,4.5star,500M+,"#7 top free strategy,Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Immersive"
com.phs.global,Last Asylum: Plague,4.4star,5M+,"#2 top free strategy,Strategy,4X,Single player,Stylized,Immersive"
com.noxgames.hex.polis.civilization.empire,Hexapolis: Civilization wars,4.6star,1M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Play Pass"
com.igg.android.doomsdaylastsurvivors,Doomsday: Last Survivors,4.6star,50M+,"#4 top free strategy,Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Science fiction,Apocalyptic,Immersive"
com.leme.coe,Last Land: Empire War,4.2star,10M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Stylized,Stylized-realistic,Battling,History"
com.DFWGames.DominationDynasty,Domination Dynasty: Turn-Based,4.5star,100K+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Low poly"
com.stgl.global,War and Magic: Kingdom Reborn,4.5star,10M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic,Battling,Immersive"
com.paradoxplaza.lassie,Stellaris: Galaxy Command,4.0star,500K+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Renovation"
and.onemt.boe.tr,Days of Empire,4.2star,10M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic,Battling,Civilization,Evolution"
com.hc.strategy.tactics.war.kingdoms.timelines,Timelines: Medieval War TBS,4.2star,100K+,"Strategy,4X,Single player,Stylized,Immersive,Offline"
com.igg.android.vikingriseglobal,Viking Rise,4.5star,10M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Stylized,Stylized-realistic,Viking,Fantasy,Mythology,Western myths"
com.maxgames.stickwarlegacy,Stick War: Legacy,4.8star,100M+,"Strategy,Tower defense,Casual,Single player,Abstract,Battling,Stickman,Offline,Play Pass"
com.ironhidegames.android.kingdomrush,Kingdom Rush Tower Defense TD,4.8star,10M+,"Strategy,Tower defense,Casual,Single player,Stylized,Battling,Immersive,Offline,Play Pass"
com.funplus.ts.global,Tiles Survive!,4.2star,10M+,"#3 top free strategy,Strategy,4X,Single player,Stylized,Immersive"
com.geargames.aow,Art of War 3:RTS strategy game,4.7star,10M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Modern,Military,Army"
com.global.ztmslg,Puzzles & Survival,4.0star,10M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic,Zombie,Science fiction"
com.camelgames.superking,War and Order,3.9star,50M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Stylized,Shoot,History"
com.tap4fun.ape.gplay,Age of Apes,4.7star,50M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Animals,Monkey,Battling"
com.farlightgames.samo.gp,Call of Dragons,4.5star,10M+,"Strategy,4X,Single player,Multiplayer,Stylized,Dragon,Immersive"
com.yottagames.gameofmafia,The Grand Mafia,4.4star,50M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic,Renovation,Battling"
com.yottagames.mafiawar,Mafia City,4.5star,100M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Business & profession,Business empire,Modern,Crime"
com.star.union.planetant,The Ants: Underground Kingdom,4.1star,50M+,"#8 top free strategy,Strategy,4X,Multiplayer,Realistic,Animals,Insect,Immersive"
com.kingsgroup.sos,State of Survival: Zombie War,4.2star,50M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic,Battling,Zombie"
com.igg.android.fatewar,Fate War,4.6star,1M+,"Strategy,4X,Stylized,Fantasy,Medieval fantasy,Immersive"
com.napoleon.strategy.war.games,Grand War 2: Strategy Games,3.8star,1M+,"Strategy,Tactics,Casual,Single player,Stylized,Immersive,Modern,Military,Offline"
com.ageofconquest.app.user.aoc,Age of Conquest IV,4.0star,1M+,"Strategy,Wargame,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Offline"
com.noxgames.hex.polis.civilization.empire,Hexapolis: Civilization wars,4.6star,1M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Play Pass"
com.demiseofnations.app.user.rom,Demise of Nations,4.1star,500K+,"Strategy,4X,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Offline"
air.com.midjiwan.polytopia,The Battle of Polytopia,4.4star,10M+,"Strategy,4X,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Low poly,Immersive,Offline,Play Pass"
com.hc.strategy.tactics.war.kingdoms.timelines,Timelines: Medieval War TBS,4.2star,100K+,"Strategy,4X,Single player,Stylized,Immersive,Offline"
com.hc.strategy.tactics.ww2.world.war.two,Strategy & Tactics 2: WW2 TBS,4.4star,1M+,"Strategy,Wargame,Single player,Stylized,Immersive,Offline"
com.rome.caesar.war.strategy.conqueror.games,Grand War: Rome Strategy Games,4.5star,1M+,"Role Playing,Tactical,Casual,Single player,Stylized,Stylized-realistic,Immersive,Offline"
com.SKGames.OurEmpireRemake,Our Empire Remake,4.5star,1M+,"Strategy,Wargame,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Offline"
com.beingame.zc.zombie.shelter.survival,Zero City: Base building games,4.3star,10M+,"Action,Action-adventure,Survival,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Renovation,Civilization,Evolution"
com.avegagames.magic.craft.survival,TEGRA: Zombie survival island,4.4star,5M+,"Action,Action-adventure,Survival,Single player,Stylized,Zombie,Immersive,Offline"
zombie.survival.craft.z,Last Day on Earth: Survival,4.5star,100M+,"Action,Action-adventure,Survival,Single player,Realistic,Immersive,Science fiction,Apocalyptic"
com.stoneage.privatesub,Stone Age Survival: Craft game,4.4star,5M+,"Simulation,Idle,Casual,Single player,Stylized,Civilization,Immersive,Offline"
zombie.survival.last.city.shelter,Shelter War: Zombie Games,4.1star,1M+,"Strategy,Build & battle,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Fantasy,Sci-fi fantasy"
com.kingsgroup.sos,State of Survival: Zombie War,4.2star,50M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic,Battling,Zombie"
fantasy.survival.game.rpg,Grim Soul: Dark Survival RPG,4.6star,10M+,"Action,Action-adventure,Survival,Casual,Single player,Stylized,Business & profession,Construction,Renovation"
com.ExabyteGames.FinalOutpost,Final Outpost,4.2star,100K+,"Strategy,Single player,Stylized,Pixelated,Immersive,Offline"
com.survival.last,Dawn of Zombies: Survival Game,4.4star,10M+,"Action,Action-adventure,Survival,Single player,Stylized,Zombie,Warrior"
shelter.hero.hapyx,Shelter Hero: Survival Games,4.4star,100K+,"Action,Action-adventure,Survival,Single player,Stylized,Immersive,Science fiction,Apocalyptic,Offline"
com.elladagames.niffelheimf2p,Niffelheim Viking Survival RPG,4.6star,100K+,"Action,Action-adventure,Survival,Casual,Single player,Stylized,Offline"
survival.zombie.war.strategy.games.overhazed.hourgames,Over Hazed: Zombie Survival,3.6star,100K+,"Strategy,Build & battle,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic"
com.ndemiccreations.afterinc,After Inc.,4.7star,1M+,"Action,Action-adventure,Survival,Casual,Single player,Stylized,Immersive,Offline,Play Pass"
valhalla.survival.craft.z,Frostborn: Survival RPG,3.7star,5M+,"Action,Action-adventure,Survival,Multiplayer,Competitive multiplayer,Single player,Stylized,Stylized-realistic,Viking,History"
com.bibiboom.settlementheroes,City Of Survivors,4.4star,1M+,"Strategy,Build & battle,Single player,Stylized,Science fiction,Apocalyptic,Immersive"
com.gdv.subway2055,Metro 2055 - Last Day Survival,4.6star,500K+,"Action,Action-adventure,Survival,Single player,Stylized,Science fiction,Apocalyptic,Horror"
com.dustlands.android,Dust Lands Survival GO!,4.1star,100K+,"Strategy,Build & battle,Casual,Single player,Stylized,Stylized-realistic,Science fiction,Apocalyptic"
com.Somniumfabri.Nuclearday,Nuclear Day Survival,4.3star,1M+,"Action,Action-adventure,Survival,Casual,Single player,Stylized,Science fiction,Apocalyptic,Immersive,Offline"
pocket.tales,Pocket Tales: Survival Game,4.7star,1M+,"Simulation,Management,Casual,Single player,Stylized,Offline"
games.synthez.zombie.survival.multiplayer,Dead Impact: Выживание Онлайн,4.6star,500K+,"Role Playing,MMORPG,Multiplayer,Competitive multiplayer,Single player,Stylized,Zombie,Science fiction,Apocalyptic"
com.more.dayzsurvival.gp,Last Shelter: Survival,4.1star,50M+,"Strategy,4X,Single player,Stylized,Weapons,Gun,Zombie"
com.mobirate.DeadAheadTactics,Dead Ahead: Zombie Warfare,4.6star,10M+,"Strategy,Tower defense,Single player,Stylized,Pixelated,Battling,Zombie"
com.heliogames.westland,Westland Survival: Cowboy Game,4.1star,10M+,"Action,Action-adventure,Survival,Casual,Single player,Stylized,Battling,Cowboy"
com.longtech.lastwars.gp,Last Empire - War Z: Strategy,3.8star,50M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Zombie"
com.colossi.survival.vikings,Vinland Tales・ Viking Survival,4.5star,100K+,"Action,Action-adventure,Survival,Single player,Stylized,Immersive"
com.jlyt.deadrising,Survivor Base - Zombie Siege,4.2star,1M+,"Strategy,Build & battle,Single player,Stylized,Zombie,Immersive,Offline"
com.coregames.duskofdragons,Dusk of Dragons: Survivors,4.5star,500K+,"Action,Action-adventure,Survival,Casual,Single player,Stylized,Dragon,Immersive"
com.ASGames.develop.PocketSurvivorExpansion,Pocket Survivor: Expansion,4.0star,100K+,"Role Playing,Single player,Stylized,Science fiction,Apocalyptic,Immersive,Offline,Play Pass"
com.igg.android.doomsdaylastsurvivors,Doomsday: Last Survivors,4.6star,50M+,"#4 top free strategy,Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Science fiction,Apocalyptic,Immersive"
com.Zoroplay.GlobalGenesis,Hegemon – War Strategy WW3,4.1star,100K+,Strategy
com.plarium.vikings,Vikings: War of Clans PvP,4.2star,10M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Viking"
ru.appscraft.worldwar2,Second World War,4.5star,1M+,"Strategy,Wargame,Multiplayer,Competitive multiplayer,Single player,Stylized,Immersive,Offline"
com.easytech.ew5.android,European War 5:Empire-Strategy,4.5star,1M+,"Strategy,Wargame,Single player,Stylized,Battling,Immersive,Offline"
com.kocogames.wartroops2,War Strategy Game: RTS WW2,4.6star,1M+,"Strategy,Wargame,Single player,Stylized,Immersive,Offline"
com.geargames.aow,Art of War 3:RTS strategy game,4.7star,10M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Modern,Military,Army"
com.zillionwhales.mushroomwars2,Mushroom Wars 2: RTS Strategy,4.4star,5M+,"Strategy,Tower defense,Multiplayer,Competitive multiplayer,Single player,Stylized,Cartoon,Competitive,Fantasy"
com.napoleon.strategy.war.games,Grand War 2: Strategy Games,3.8star,1M+,"Strategy,Tactics,Casual,Single player,Stylized,Immersive,Modern,Military,Offline"
com.gameforge.xmobile.war,War Game - Combat Strategy,2.9star,5M+,"Strategy,Wargame,Casual,Stylized"
azurgames.idle.war,Kingdom Clash - Strategy Game,4.6star,10M+,"Strategy,Tactics,Single player,Stylized,Immersive"
com.hc.strategy.tactics.ww2.world.war.two,Strategy & Tactics 2: WW2 TBS,4.4star,1M+,"Strategy,Wargame,Single player,Stylized,Immersive,Offline"
com.totalbattle,Total Battle: Strategy Games,3.9star,50M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Renovation"
com.easytech.wc4.android,World Conqueror 4-WW2 Strategy,4.6star,5M+,"Strategy,Wargame,Single player,Stylized,Battling,Shoot,Offline"
com.Hypemasters.rts,World War Armies: WW2 PvP RTS,4.0star,5M+,"Strategy,Tactics,Multiplayer,Competitive multiplayer,Stylized,Stylized-realistic,Battling,Modern,Military,Army"
azurgames.idle.war,Kingdom Clash - Strategy Game,4.6star,10M+,"Strategy,Tactics,Single player,Stylized,Immersive"
com.world.war.defence,WWII Defense: RTS Army TD game,4.6star,1M+,"Strategy,Tower defense,Single player,Stylized,Immersive,Modern,Military,Offline"
com.geargames.aow,Art of War 3:RTS strategy game,4.7star,10M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Modern,Military,Army"
com.napoleon.strategy.war.games,Grand War 2: Strategy Games,3.8star,1M+,"Strategy,Tactics,Casual,Single player,Stylized,Immersive,Modern,Military,Offline"
com.babilgames.androidstrike,The Grand Frontier,3.9star,5M+,"Strategy,Wargame,Multiplayer,Competitive multiplayer,Single player,Realistic,Modern,Military,Immersive"
com.simutronics.b17,SIEGE: World War II,4.1star,5M+,"Strategy,Tactics,Casual,Multiplayer,Competitive multiplayer,Stylized,Stylized-realistic,Battling,Soldier"
com.totalbattle,Total Battle: Strategy Games,3.9star,50M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Renovation"
com.worldwar2.strategygames.tacticsbattle,World War 2: Strategy Games,4.3star,1M+,"Strategy,Wargame,Single player,Stylized,Immersive,Offline"
com.easytech.wc4.android,World Conqueror 4-WW2 Strategy,4.6star,5M+,"Strategy,Wargame,Single player,Stylized,Battling,Shoot,Offline"
com.kixeye.wcm,War Commander: Rogue Assault,4.2star,10M+,"Strategy,Build & battle,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,Modern,Military,Army"
rts.bunker.wars,Bunker Wars: WW1 RTS Game,4.4star,1M+,"Strategy,Tower defense,Casual,Multiplayer,Competitive multiplayer,Single player,Stylized"
com.doradogames.conflictnations.worldwar3,Supremacy: World War 3,3.6star,10M+,"Strategy,Wargame,Multiplayer,Competitive multiplayer,Realistic,Battling,North america"
com.ironhidegames.android.ironmarines,Iron Marines Offline Strategy,4.8star,1M+,"Strategy,4X,Single player,Stylized,Civilization,Evolution,Renovation,Offline,Play Pass"
com.bytro.supremacy1914,Supremacy 1914 - World War 1,4.1star,10M+,"Strategy,Wargame,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,History"
com.bytro.callofwar1942,Supremacy: Call of War 1942,4.1star,5M+,"Strategy,Wargame,Multiplayer,Competitive multiplayer,Realistic,Battling,History"
com.easytech.rome.android,Great Conqueror: Rome War Game,4.1star,1M+,"Strategy,Wargame,Single player,Stylized,Battling,Immersive,Offline"
com.zillionwhales.mushroomwars2,Mushroom Wars 2: RTS Strategy,4.4star,5M+,"Strategy,Tower defense,Multiplayer,Competitive multiplayer,Single player,Stylized,Cartoon,Competitive,Fantasy"
com.sandstormi.bloodhonor,Risk of War - Wartime Glory,4.0star,5M+,"Strategy,Wargame,Multiplayer,Competitive multiplayer,Single player,Stylized,Battling,History"
com.ironhidegames.android.kingdomrush,Kingdom Rush Tower Defense TD,4.8star,10M+,"Strategy,Tower defense,Casual,Single player,Stylized,Battling,Immersive,Offline,Play Pass"
com.herocraft.game.full.st_ussr_usa,Strategy & Tactics:USSR vs USA,3.8star,10K+,"Strategy,Wargame,Stylized"
com.erepubliklabs.warandpeace,War and Peace: Civil War,4.1star,5M+,"Strategy,4X,Multiplayer,Competitive multiplayer,Stylized,Stylized-realistic,Battling,Civilization,Evolution"
games.war.regions,War Regions - Tactical Game,3.8star,5M+,"Strategy,Tactics,Single player,Stylized,Offline"
com.addictive.strategy.army,Art of War: Legions,4.4star,50M+,"Strategy,Tactics,Single player,Stylized,Knight,Fantasy,Medieval fantasy"
